module,topic,text,answer,distractors
quant,Profit & Loss,An article costs Rs. 400. It is sold at 20% profit. What is the selling price?,Rs. 480,"[""Rs. 460"", ""Rs. 520"", ""Rs. 500""]"
quant,Time Speed Distance,A train travels at 89 km/h for 8 hours. What distance does it cover?,712 km,"[""801 km"", ""722 km"", ""692 km""]"
logic,Direction Sense,"A person walks 3 km North, turns right, and walks 4 km. What is the shortest distance from the starting point?",5 km,"[""4 km"", ""7 km"", ""7 km""]"
logic,Direction Sense,"A person walks 3 km North, turns right, and walks 4 km. What is the shortest distance from the starting point?",5 km,"[""7 km"", ""7 km"", ""4 km""]"
logic,Direction Sense,"A person walks 6 km North, turns right, and walks 8 km. What is the shortest distance from the starting point?",10 km,"[""14 km"", ""12 km"", ""9 km""]"
quant,Profit & Loss,An article costs Rs. 540. It is sold at 10% profit. What is the selling price?,Rs. 594,"[""Rs. 648"", ""Rs. 614"", ""Rs. 574""]"
quant,Profit & Loss,An article costs Rs. 570. It is sold at 10% profit. What is the selling price?,Rs. 627,"[""Rs. 684"", ""Rs. 607"", ""Rs. 647""]"
logic,Direction Sense,"A person walks 6 km North, turns right, and walks 8 km. What is the shortest distance from the starting point?",10 km,"[""9 km"", ""14 km"", ""12 km""]"
logic,Number Series,"Find the next number in the series: 5, 13, 21, 29, ?",37,"[""45"", ""36"", ""39""]"
quant,Profit & Loss,An article costs Rs. 360. It is sold at 50% profit. What is the selling price?,Rs. 540,"[""Rs. 576"", ""Rs. 520"", ""Rs. 560""]"
quant,Profit & Loss,An article costs Rs. 330. It is sold at 20% profit. What is the selling price?,Rs. 396,"[""Rs. 376"", ""Rs. 429"", ""Rs. 416""]"
quant,Time Speed Distance,A train travels at 90 km/h for 5 hours. What distance does it cover?,450 km,"[""540 km"", ""430 km"", ""460 km""]"
quant,Time Speed Distance,A train travels at 49 km/h for 5 hours. What distance does it cover?,245 km,"[""225 km"", ""294 km"", ""255 km""]"
quant,Time Speed Distance,A train travels at 53 km/h for 6 hours. What distance does it cover?,318 km,"[""371 km"", ""298 km"", ""328 km""]"
quant,Profit & Loss,An article costs Rs. 840. It is sold at 25% profit. What is the selling price?,Rs. 1050,"[""Rs. 1070"", ""Rs. 1134"", ""Rs. 1030""]"
logic,Number Series,"Find the next number in the series: 14, 20, 26, 32, ?",38,"[""40"", ""37"", ""44""]"
logic,Number Series,"Find the next number in the series: 14, 19, 24, 29, ?",34,"[""39"", ""33"", ""36""]"
quant,Time Speed Distance,A train travels at 58 km/h for 3 hours. What distance does it cover?,174 km,"[""184 km"", ""154 km"", ""232 km""]"
quant,Time Speed Distance,A train travels at 39 km/h for 3 hours. What distance does it cover?,117 km,"[""97 km"", ""156 km"", ""127 km""]"
quant,Time Speed Distance,A train travels at 90 km/h for 4 hours. What distance does it cover?,360 km,"[""450 km"", ""370 km"", ""340 km""]"
quant,Time Speed Distance,A train travels at 45 km/h for 6 hours. What distance does it cover?,270 km,"[""280 km"", ""315 km"", ""250 km""]"
quant,Profit & Loss,An article costs Rs. 490. It is sold at 15% profit. What is the selling price?,Rs. 563,"[""Rs. 612"", ""Rs. 583"", ""Rs. 543""]"
logic,Number Series,"Find the next number in the series: 15, 20, 25, 30, ?",35,"[""40"", ""34"", ""37""]"
quant,Profit & Loss,An article costs Rs. 650. It is sold at 25% profit. What is the selling price?,Rs. 812,"[""Rs. 832"", ""Rs. 877"", ""Rs. 792""]"
quant,Time Speed Distance,A train travels at 72 km/h for 3 hours. What distance does it cover?,216 km,"[""288 km"", ""226 km"", ""196 km""]"
quant,Profit & Loss,An article costs Rs. 920. It is sold at 25% profit. What is the selling price?,Rs. 1150,"[""Rs. 1170"", ""Rs. 1242"", ""Rs. 1130""]"
logic,Number Series,"Find the next number in the series: 7, 12, 17, 22, ?",27,"[""26"", ""32"", ""29""]"
quant,Profit & Loss,An article costs Rs. 580. It is sold at 50% profit. What is the selling price?,Rs. 870,"[""Rs. 850"", ""Rs. 890"", ""Rs. 928""]"
quant,Profit & Loss,An article costs Rs. 880. It is sold at 15% profit. What is the selling price?,Rs. 1011,"[""Rs. 991"", ""Rs. 1031"", ""Rs. 1099""]"
logic,Direction Sense,"A person walks 5 km North, turns right, and walks 12 km. What is the shortest distance from the starting point?",13 km,"[""17 km"", ""12 km"", ""15 km""]"
logic,Number Series,"Find the next number in the series: 12, 19, 26, 33, ?",40,"[""47"", ""42"", ""39""]"
quant,Time Speed Distance,A train travels at 61 km/h for 5 hours. What distance does it cover?,305 km,"[""315 km"", ""366 km"", ""285 km""]"
quant,Time Speed Distance,A train travels at 65 km/h for 7 hours. What distance does it cover?,455 km,"[""520 km"", ""465 km"", ""435 km""]"
quant,Time Speed Distance,A train travels at 40 km/h for 7 hours. What distance does it cover?,280 km,"[""260 km"", ""290 km"", ""320 km""]"
logic,Number Series,"Find the next number in the series: 14, 21, 28, 35, ?",42,"[""49"", ""41"", ""44""]"
logic,Number Series,"Find the next number in the series: 6, 9, 12, 15, ?",18,"[""20"", ""17"", ""21""]"
logic,Direction Sense,"A person walks 8 km North, turns right, and walks 15 km. What is the shortest distance from the starting point?",17 km,"[""16 km"", ""23 km"", ""19 km""]"
quant,Time Speed Distance,A train travels at 55 km/h for 2 hours. What distance does it cover?,110 km,"[""120 km"", ""165 km"", ""90 km""]"
quant,Time Speed Distance,A train travels at 63 km/h for 4 hours. What distance does it cover?,252 km,"[""232 km"", ""315 km"", ""262 km""]"
logic,Direction Sense,"A person walks 8 km North, turns right, and walks 15 km. What is the shortest distance from the starting point?",17 km,"[""19 km"", ""23 km"", ""16 km""]"
logic,Direction Sense,"A person walks 3 km North, turns right, and walks 4 km. What is the shortest distance from the starting point?",5 km,"[""4 km"", ""7 km"", ""7 km""]"
logic,Number Series,"Find the next number in the series: 7, 15, 23, 31, ?",39,"[""47"", ""38"", ""41""]"
quant,Profit & Loss,An article costs Rs. 470. It is sold at 25% profit. What is the selling price?,Rs. 587,"[""Rs. 567"", ""Rs. 607"", ""Rs. 634""]"
logic,Number Series,"Find the next number in the series: 2, 10, 18, 26, ?",34,"[""42"", ""36"", ""33""]"
quant,Profit & Loss,An article costs Rs. 700. It is sold at 10% profit. What is the selling price?,Rs. 770,"[""Rs. 750"", ""Rs. 840"", ""Rs. 790""]"
quant,Time Speed Distance,A train travels at 32 km/h for 4 hours. What distance does it cover?,128 km,"[""108 km"", ""160 km"", ""138 km""]"
quant,Profit & Loss,An article costs Rs. 260. It is sold at 15% profit. What is the selling price?,Rs. 299,"[""Rs. 325"", ""Rs. 279"", ""Rs. 319""]"
logic,Number Series,"Find the next number in the series: 5, 12, 19, 26, ?",33,"[""35"", ""32"", ""40""]"
logic,Number Series,"Find the next number in the series: 2, 9, 16, 23, ?",30,"[""29"", ""37"", ""32""]"
quant,Time Speed Distance,A train travels at 81 km/h for 4 hours. What distance does it cover?,324 km,"[""334 km"", ""304 km"", ""405 km""]"
quant,Profit & Loss,An article costs Rs. 850. It is sold at 50% profit. What is the selling price?,Rs. 1275,"[""Rs. 1255"", ""Rs. 1360"", ""Rs. 1295""]"
logic,Direction Sense,"A person walks 9 km North, turns right, and walks 12 km. What is the shortest distance from the starting point?",15 km,"[""21 km"", ""14 km"", ""17 km""]"
logic,Direction Sense,"A person walks 3 km North, turns right, and walks 4 km. What is the shortest distance from the starting point?",5 km,"[""4 km"", ""7 km"", ""7 km""]"
logic,Number Series,"Find the next number in the series: 11, 18, 25, 32, ?",39,"[""38"", ""41"", ""46""]"
quant,Profit & Loss,An article costs Rs. 590. It is sold at 20% profit. What is the selling price?,Rs. 708,"[""Rs. 728"", ""Rs. 767"", ""Rs. 688""]"
quant,Profit & Loss,An article costs Rs. 710. It is sold at 10% profit. What is the selling price?,Rs. 781,"[""Rs. 852"", ""Rs. 761"", ""Rs. 801""]"
quant,Profit & Loss,An article costs Rs. 480. It is sold at 20% profit. What is the selling price?,Rs. 576,"[""Rs. 624"", ""Rs. 556"", ""Rs. 596""]"
logic,Direction Sense,"A person walks 6 km North, turns right, and walks 8 km. What is the shortest distance from the starting point?",10 km,"[""14 km"", ""12 km"", ""9 km""]"
quant,Profit & Loss,An article costs Rs. 820. It is sold at 10% profit. What is the selling price?,Rs. 902,"[""Rs. 922"", ""Rs. 882"", ""Rs. 984""]"
logic,Direction Sense,"A person walks 9 km North, turns right, and walks 12 km. What is the shortest distance from the starting point?",15 km,"[""14 km"", ""21 km"", ""17 km""]"
logic,Direction Sense,"A person walks 3 km North, turns right, and walks 4 km. What is the shortest distance from the starting point?",5 km,"[""4 km"", ""7 km"", ""7 km""]"
logic,Direction Sense,"A person walks 8 km North, turns right, and walks 15 km. What is the shortest distance from the starting point?",17 km,"[""16 km"", ""23 km"", ""19 km""]"
logic,Number Series,"Find the next number in the series: 14, 22, 30, 38, ?",46,"[""48"", ""45"", ""54""]"
logic,Direction Sense,"A person walks 5 km North, turns right, and walks 12 km. What is the shortest distance from the starting point?",13 km,"[""12 km"", ""17 km"", ""15 km""]"
quant,Profit & Loss,An article costs Rs. 380. It is sold at 20% profit. What is the selling price?,Rs. 456,"[""Rs. 494"", ""Rs. 476"", ""Rs. 436""]"
quant,Time Speed Distance,A train travels at 48 km/h for 6 hours. What distance does it cover?,288 km,"[""298 km"", ""336 km"", ""268 km""]"
quant,Profit & Loss,An article costs Rs. 800. It is sold at 50% profit. What is the selling price?,Rs. 1200,"[""Rs. 1180"", ""Rs. 1280"", ""Rs. 1220""]"
quant,Time Speed Distance,A train travels at 77 km/h for 6 hours. What distance does it cover?,462 km,"[""472 km"", ""539 km"", ""442 km""]"
logic,Number Series,"Find the next number in the series: 15, 19, 23, 27, ?",31,"[""30"", ""33"", ""35""]"
quant,Profit & Loss,An article costs Rs. 910. It is sold at 10% profit. What is the selling price?,Rs. 1001,"[""Rs. 1092"", ""Rs. 1021"", ""Rs. 981""]"
quant,Profit & Loss,An article costs Rs. 400. It is sold at 15% profit. What is the selling price?,Rs. 459,"[""Rs. 499"", ""Rs. 439"", ""Rs. 479""]"
logic,Number Series,"Find the next number in the series: 3, 10, 17, 24, ?",31,"[""38"", ""33"", ""30""]"
logic,Number Series,"Find the next number in the series: 15, 24, 33, 42, ?",51,"[""53"", ""50"", ""60""]"
quant,Profit & Loss,An article costs Rs. 830. It is sold at 15% profit. What is the selling price?,Rs. 954,"[""Rs. 974"", ""Rs. 1037"", ""Rs. 934""]"
quant,Time Speed Distance,A train travels at 80 km/h for 8 hours. What distance does it cover?,640 km,"[""720 km"", ""650 km"", ""620 km""]"
quant,Time Speed Distance,A train travels at 33 km/h for 7 hours. What distance does it cover?,231 km,"[""211 km"", ""241 km"", ""264 km""]"
logic,Direction Sense,"A person walks 9 km North, turns right, and walks 12 km. What is the shortest distance from the starting point?",15 km,"[""21 km"", ""14 km"", ""17 km""]"
logic,Number Series,"Find the next number in the series: 4, 10, 16, 22, ?",28,"[""27"", ""30"", ""34""]"
quant,Profit & Loss,An article costs Rs. 540. It is sold at 20% profit. What is the selling price?,Rs. 648,"[""Rs. 668"", ""Rs. 702"", ""Rs. 628""]"
logic,Direction Sense,"A person walks 5 km North, turns right, and walks 12 km. What is the shortest distance from the starting point?",13 km,"[""12 km"", ""17 km"", ""15 km""]"
logic,Direction Sense,"A person walks 5 km North, turns right, and walks 12 km. What is the shortest distance from the starting point?",13 km,"[""17 km"", ""15 km"", ""12 km""]"
logic,Direction Sense,"A person walks 9 km North, turns right, and walks 12 km. What is the shortest distance from the starting point?",15 km,"[""17 km"", ""14 km"", ""21 km""]"
logic,Direction Sense,"A person walks 6 km North, turns right, and walks 8 km. What is the shortest distance from the starting point?",10 km,"[""12 km"", ""9 km"", ""14 km""]"
quant,Profit & Loss,An article costs Rs. 650. It is sold at 25% profit. What is the selling price?,Rs. 812,"[""Rs. 877"", ""Rs. 792"", ""Rs. 832""]"
logic,Direction Sense,"A person walks 8 km North, turns right, and walks 15 km. What is the shortest distance from the starting point?",17 km,"[""16 km"", ""23 km"", ""19 km""]"
quant,Time Speed Distance,A train travels at 73 km/h for 2 hours. What distance does it cover?,146 km,"[""156 km"", ""219 km"", ""126 km""]"
quant,Time Speed Distance,A train travels at 59 km/h for 3 hours. What distance does it cover?,177 km,"[""187 km"", ""236 km"", ""157 km""]"
logic,Direction Sense,"A person walks 9 km North, turns right, and walks 12 km. What is the shortest distance from the starting point?",15 km,"[""17 km"", ""21 km"", ""14 km""]"
logic,Direction Sense,"A person walks 9 km North, turns right, and walks 12 km. What is the shortest distance from the starting point?",15 km,"[""14 km"", ""21 km"", ""17 km""]"
quant,Profit & Loss,An article costs Rs. 490. It is sold at 25% profit. What is the selling price?,Rs. 612,"[""Rs. 632"", ""Rs. 592"", ""Rs. 661""]"
quant,Profit & Loss,An article costs Rs. 600. It is sold at 25% profit. What is the selling price?,Rs. 750,"[""Rs. 770"", ""Rs. 810"", ""Rs. 730""]"
logic,Direction Sense,"A person walks 5 km North, turns right, and walks 12 km. What is the shortest distance from the starting point?",13 km,"[""17 km"", ""12 km"", ""15 km""]"
quant,Profit & Loss,An article costs Rs. 850. It is sold at 25% profit. What is the selling price?,Rs. 1062,"[""Rs. 1082"", ""Rs. 1147"", ""Rs. 1042""]"
logic,Direction Sense,"A person walks 5 km North, turns right, and walks 12 km. What is the shortest distance from the starting point?",13 km,"[""17 km"", ""12 km"", ""15 km""]"
quant,Time Speed Distance,A train travels at 87 km/h for 4 hours. What distance does it cover?,348 km,"[""328 km"", ""435 km"", ""358 km""]"
logic,Number Series,"Find the next number in the series: 8, 17, 26, 35, ?",44,"[""43"", ""46"", ""53""]"
quant,Profit & Loss,An article costs Rs. 780. It is sold at 20% profit. What is the selling price?,Rs. 936,"[""Rs. 1014"", ""Rs. 956"", ""Rs. 916""]"
logic,Direction Sense,"A person walks 3 km North, turns right, and walks 4 km. What is the shortest distance from the starting point?",5 km,"[""7 km"", ""4 km"", ""7 km""]"
logic,Direction Sense,"A person walks 6 km North, turns right, and walks 8 km. What is the shortest distance from the starting point?",10 km,"[""14 km"", ""9 km"", ""12 km""]"
logic,Direction Sense,"A person walks 9 km North, turns right, and walks 12 km. What is the shortest distance from the starting point?",15 km,"[""17 km"", ""14 km"", ""21 km""]"
logic,Direction Sense,"A person walks 8 km North, turns right, and walks 15 km. What is the shortest distance from the starting point?",17 km,"[""23 km"", ""19 km"", ""16 km""]"
quant,Profit & Loss,An article costs Rs. 830. It is sold at 20% profit. What is the selling price?,Rs. 996,"[""Rs. 1079"", ""Rs. 976"", ""Rs. 1016""]"
logic,Number Series,"Find the next number in the series: 2, 8, 14, 20, ?",26,"[""25"", ""32"", ""28""]"
logic,Direction Sense,"A person walks 5 km North, turns right, and walks 12 km. What is the shortest distance from the starting point?",13 km,"[""15 km"", ""17 km"", ""12 km""]"
logic,Number Series,"Find the next number in the series: 12, 16, 20, 24, ?",28,"[""32"", ""27"", ""30""]"
quant,Profit & Loss,An article costs Rs. 680. It is sold at 10% profit. What is the selling price?,Rs. 748,"[""Rs. 816"", ""Rs. 768"", ""Rs. 728""]"
quant,Time Speed Distance,A train travels at 72 km/h for 7 hours. What distance does it cover?,504 km,"[""484 km"", ""514 km"", ""576 km""]"
quant,Time Speed Distance,A train travels at 76 km/h for 8 hours. What distance does it cover?,608 km,"[""618 km"", ""684 km"", ""588 km""]"
logic,Direction Sense,"A person walks 3 km North, turns right, and walks 4 km. What is the shortest distance from the starting point?",5 km,"[""7 km"", ""7 km"", ""4 km""]"
logic,Direction Sense,"A person walks 8 km North, turns right, and walks 15 km. What is the shortest distance from the starting point?",17 km,"[""16 km"", ""19 km"", ""23 km""]"
logic,Number Series,"Find the next number in the series: 4, 9, 14, 19, ?",24,"[""26"", ""29"", ""23""]"
quant,Time Speed Distance,A train travels at 40 km/h for 7 hours. What distance does it cover?,280 km,"[""290 km"", ""320 km"", ""260 km""]"
quant,Time Speed Distance,A train travels at 43 km/h for 8 hours. What distance does it cover?,344 km,"[""387 km"", ""354 km"", ""324 km""]"
quant,Time Speed Distance,A train travels at 73 km/h for 8 hours. What distance does it cover?,584 km,"[""564 km"", ""594 km"", ""657 km""]"
quant,Profit & Loss,An article costs Rs. 200. It is sold at 50% profit. What is the selling price?,Rs. 300,"[""Rs. 320"", ""Rs. 280"", ""Rs. 320""]"
quant,Profit & Loss,An article costs Rs. 680. It is sold at 50% profit. What is the selling price?,Rs. 1020,"[""Rs. 1088"", ""Rs. 1000"", ""Rs. 1040""]"
quant,Profit & Loss,An article costs Rs. 480. It is sold at 10% profit. What is the selling price?,Rs. 528,"[""Rs. 508"", ""Rs. 576"", ""Rs. 548""]"
quant,Profit & Loss,An article costs Rs. 680. It is sold at 20% profit. What is the selling price?,Rs. 816,"[""Rs. 796"", ""Rs. 836"", ""Rs. 884""]"
logic,Number Series,"Find the next number in the series: 2, 6, 10, 14, ?",18,"[""22"", ""17"", ""20""]"
logic,Direction Sense,"A person walks 6 km North, turns right, and walks 8 km. What is the shortest distance from the starting point?",10 km,"[""9 km"", ""12 km"", ""14 km""]"
logic,Direction Sense,"A person walks 8 km North, turns right, and walks 15 km. What is the shortest distance from the starting point?",17 km,"[""19 km"", ""23 km"", ""16 km""]"
quant,Profit & Loss,An article costs Rs. 580. It is sold at 25% profit. What is the selling price?,Rs. 725,"[""Rs. 705"", ""Rs. 783"", ""Rs. 745""]"
quant,Profit & Loss,An article costs Rs. 770. It is sold at 25% profit. What is the selling price?,Rs. 962,"[""Rs. 982"", ""Rs. 1039"", ""Rs. 942""]"
logic,Direction Sense,"A person walks 5 km North, turns right, and walks 12 km. What is the shortest distance from the starting point?",13 km,"[""17 km"", ""12 km"", ""15 km""]"
logic,Direction Sense,"A person walks 8 km North, turns right, and walks 15 km. What is the shortest distance from the starting point?",17 km,"[""19 km"", ""23 km"", ""16 km""]"
logic,Number Series,"Find the next number in the series: 15, 24, 33, 42, ?",51,"[""60"", ""50"", ""53""]"
logic,Number Series,"Find the next number in the series: 2, 6, 10, 14, ?",18,"[""20"", ""22"", ""17""]"
quant,Profit & Loss,An article costs Rs. 900. It is sold at 25% profit. What is the selling price?,Rs. 1125,"[""Rs. 1215"", ""Rs. 1105"", ""Rs. 1145""]"
quant,Profit & Loss,An article costs Rs. 840. It is sold at 20% profit. What is the selling price?,Rs. 1008,"[""Rs. 1028"", ""Rs. 988"", ""Rs. 1092""]"
quant,Profit & Loss,An article costs Rs. 410. It is sold at 25% profit. What is the selling price?,Rs. 512,"[""Rs. 492"", ""Rs. 532"", ""Rs. 553""]"
logic,Number Series,"Find the next number in the series: 11, 16, 21, 26, ?",31,"[""33"", ""36"", ""30""]"
quant,Time Speed Distance,A train travels at 83 km/h for 7 hours. What distance does it cover?,581 km,"[""591 km"", ""561 km"", ""664 km""]"
quant,Time Speed Distance,A train travels at 81 km/h for 8 hours. What distance does it cover?,648 km,"[""628 km"", ""658 km"", ""729 km""]"
quant,Time Speed Distance,A train travels at 78 km/h for 3 hours. What distance does it cover?,234 km,"[""312 km"", ""214 km"", ""244 km""]"
quant,Time Speed Distance,A train travels at 41 km/h for 7 hours. What distance does it cover?,287 km,"[""267 km"", ""297 km"", ""328 km""]"
logic,Direction Sense,"A person walks 3 km North, turns right, and walks 4 km. What is the shortest distance from the starting point?",5 km,"[""4 km"", ""7 km"", ""7 km""]"
logic,Direction Sense,"A person walks 5 km North, turns right, and walks 12 km. What is the shortest distance from the starting point?",13 km,"[""15 km"", ""12 km"", ""17 km""]"
logic,Direction Sense,"A person walks 3 km North, turns right, and walks 4 km. What is the shortest distance from the starting point?",5 km,"[""7 km"", ""4 km"", ""7 km""]"
quant,Time Speed Distance,A train travels at 87 km/h for 3 hours. What distance does it cover?,261 km,"[""271 km"", ""348 km"", ""241 km""]"
quant,Profit & Loss,An article costs Rs. 210. It is sold at 20% profit. What is the selling price?,Rs. 252,"[""Rs. 273"", ""Rs. 232"", ""Rs. 272""]"
quant,Profit & Loss,An article costs Rs. 620. It is sold at 15% profit. What is the selling price?,Rs. 713,"[""Rs. 693"", ""Rs. 733"", ""Rs. 775""]"
logic,Direction Sense,"A person walks 8 km North, turns right, and walks 15 km. What is the shortest distance from the starting point?",17 km,"[""19 km"", ""16 km"", ""23 km""]"
quant,Profit & Loss,An article costs Rs. 610. It is sold at 25% profit. What is the selling price?,Rs. 762,"[""Rs. 742"", ""Rs. 823"", ""Rs. 782""]"
logic,Direction Sense,"A person walks 8 km North, turns right, and walks 15 km. What is the shortest distance from the starting point?",17 km,"[""23 km"", ""19 km"", ""16 km""]"
logic,Direction Sense,"A person walks 9 km North, turns right, and walks 12 km. What is the shortest distance from the starting point?",15 km,"[""14 km"", ""21 km"", ""17 km""]"
quant,Profit & Loss,An article costs Rs. 420. It is sold at 50% profit. What is the selling price?,Rs. 630,"[""Rs. 610"", ""Rs. 650"", ""Rs. 672""]"
quant,Time Speed Distance,A train travels at 81 km/h for 3 hours. What distance does it cover?,243 km,"[""253 km"", ""324 km"", ""223 km""]"
logic,Number Series,"Find the next number in the series: 11, 16, 21, 26, ?",31,"[""36"", ""30"", ""33""]"
logic,Number Series,"Find the next number in the series: 5, 8, 11, 14, ?",17,"[""19"", ""16"", ""20""]"
quant,Profit & Loss,An article costs Rs. 400. It is sold at 15% profit. What is the selling price?,Rs. 459,"[""Rs. 479"", ""Rs. 439"", ""Rs. 499""]"
quant,Profit & Loss,An article costs Rs. 1000. It is sold at 25% profit. What is the selling price?,Rs. 1250,"[""Rs. 1270"", ""Rs. 1230"", ""Rs. 1350""]"
logic,Direction Sense,"A person walks 9 km North, turns right, and walks 12 km. What is the shortest distance from the starting point?",15 km,"[""21 km"", ""14 km"", ""17 km""]"
quant,Time Speed Distance,A train travels at 86 km/h for 4 hours. What distance does it cover?,344 km,"[""324 km"", ""430 km"", ""354 km""]"
logic,Number Series,"Find the next number in the series: 7, 11, 15, 19, ?",23,"[""25"", ""22"", ""27""]"
logic,Direction Sense,"A person walks 6 km North, turns right, and walks 8 km. What is the shortest distance from the starting point?",10 km,"[""12 km"", ""14 km"", ""9 km""]"
quant,Profit & Loss,An article costs Rs. 780. It is sold at 15% profit. What is the selling price?,Rs. 896,"[""Rs. 974"", ""Rs. 916"", ""Rs. 876""]"
logic,Number Series,"Find the next number in the series: 2, 6, 10, 14, ?",18,"[""22"", ""17"", ""20""]"
quant,Profit & Loss,An article costs Rs. 510. It is sold at 50% profit. What is the selling price?,Rs. 765,"[""Rs. 785"", ""Rs. 816"", ""Rs. 745""]"
logic,Direction Sense,"A person walks 9 km North, turns right, and walks 12 km. What is the shortest distance from the starting point?",15 km,"[""17 km"", ""14 km"", ""21 km""]"
quant,Profit & Loss,An article costs Rs. 900. It is sold at 15% profit. What is the selling price?,Rs. 1035,"[""Rs. 1055"", ""Rs. 1125"", ""Rs. 1015""]"
quant,Profit & Loss,An article costs Rs. 440. It is sold at 20% profit. What is the selling price?,Rs. 528,"[""Rs. 508"", ""Rs. 548"", ""Rs. 572""]"
logic,Number Series,"Find the next number in the series: 3, 6, 9, 12, ?",15,"[""18"", ""14"", ""17""]"
quant,Time Speed Distance,A train travels at 67 km/h for 7 hours. What distance does it cover?,469 km,"[""479 km"", ""449 km"", ""536 km""]"
logic,Number Series,"Find the next number in the series: 14, 18, 22, 26, ?",30,"[""34"", ""29"", ""32""]"
quant,Time Speed Distance,A train travels at 46 km/h for 2 hours. What distance does it cover?,92 km,"[""72 km"", ""138 km"", ""102 km""]"
logic,Direction Sense,"A person walks 6 km North, turns right, and walks 8 km. What is the shortest distance from the starting point?",10 km,"[""12 km"", ""9 km"", ""14 km""]"
quant,Profit & Loss,An article costs Rs. 530. It is sold at 15% profit. What is the selling price?,Rs. 609,"[""Rs. 662"", ""Rs. 589"", ""Rs. 629""]"
quant,Profit & Loss,An article costs Rs. 610. It is sold at 50% profit. What is the selling price?,Rs. 915,"[""Rs. 895"", ""Rs. 976"", ""Rs. 935""]"
quant,Profit & Loss,An article costs Rs. 240. It is sold at 25% profit. What is the selling price?,Rs. 300,"[""Rs. 320"", ""Rs. 280"", ""Rs. 324""]"
quant,Time Speed Distance,A train travels at 66 km/h for 4 hours. What distance does it cover?,264 km,"[""330 km"", ""244 km"", ""274 km""]"
quant,Time Speed Distance,A train travels at 38 km/h for 5 hours. What distance does it cover?,190 km,"[""200 km"", ""170 km"", ""228 km""]"
quant,Profit & Loss,An article costs Rs. 380. It is sold at 50% profit. What is the selling price?,Rs. 570,"[""Rs. 550"", ""Rs. 608"", ""Rs. 590""]"
quant,Profit & Loss,An article costs Rs. 810. It is sold at 15% profit. What is the selling price?,Rs. 931,"[""Rs. 911"", ""Rs. 951"", ""Rs. 1012""]"
logic,Number Series,"Find the next number in the series: 14, 22, 30, 38, ?",46,"[""54"", ""48"", ""45""]"
quant,Profit & Loss,An article costs Rs. 940. It is sold at 50% profit. What is the selling price?,Rs. 1410,"[""Rs. 1430"", ""Rs. 1390"", ""Rs. 1504""]"
logic,Number Series,"Find the next number in the series: 12, 19, 26, 33, ?",40,"[""47"", ""39"", ""42""]"
quant,Time Speed Distance,A train travels at 46 km/h for 2 hours. What distance does it cover?,92 km,"[""102 km"", ""138 km"", ""72 km""]"
logic,Direction Sense,"A person walks 8 km North, turns right, and walks 15 km. What is the shortest distance from the starting point?",17 km,"[""19 km"", ""16 km"", ""23 km""]"
logic,Direction Sense,"A person walks 6 km North, turns right, and walks 8 km. What is the shortest distance from the starting point?",10 km,"[""12 km"", ""9 km"", ""14 km""]"
logic,Number Series,"Find the next number in the series: 14, 21, 28, 35, ?",42,"[""41"", ""44"", ""49""]"
logic,Number Series,"Find the next number in the series: 3, 8, 13, 18, ?",23,"[""25"", ""22"", ""28""]"
quant,Profit & Loss,An article costs Rs. 300. It is sold at 15% profit. What is the selling price?,Rs. 345,"[""Rs. 365"", ""Rs. 325"", ""Rs. 375""]"
quant,Time Speed Distance,A train travels at 57 km/h for 2 hours. What distance does it cover?,114 km,"[""171 km"", ""124 km"", ""94 km""]"
quant,Time Speed Distance,A train travels at 50 km/h for 2 hours. What distance does it cover?,100 km,"[""150 km"", ""80 km"", ""110 km""]"
quant,Profit & Loss,An article costs Rs. 390. It is sold at 25% profit. What is the selling price?,Rs. 487,"[""Rs. 507"", ""Rs. 467"", ""Rs. 526""]"
logic,Direction Sense,"A person walks 5 km North, turns right, and walks 12 km. What is the shortest distance from the starting point?",13 km,"[""12 km"", ""17 km"", ""15 km""]"
quant,Time Speed Distance,A train travels at 41 km/h for 3 hours. What distance does it cover?,123 km,"[""133 km"", ""164 km"", ""103 km""]"
logic,Number Series,"Find the next number in the series: 10, 14, 18, 22, ?",26,"[""30"", ""25"", ""28""]"
quant,Profit & Loss,An article costs Rs. 960. It is sold at 20% profit. What is the selling price?,Rs. 1152,"[""Rs. 1172"", ""Rs. 1132"", ""Rs. 1248""]"
logic,Number Series,"Find the next number in the series: 5, 13, 21, 29, ?",37,"[""39"", ""36"", ""45""]"
quant,Profit & Loss,An article costs Rs. 690. It is sold at 15% profit. What is the selling price?,Rs. 793,"[""Rs. 813"", ""Rs. 862"", ""Rs. 773""]"
logic,Direction Sense,"A person walks 3 km North, turns right, and walks 4 km. What is the shortest distance from the starting point?",5 km,"[""7 km"", ""7 km"", ""4 km""]"
logic,Direction Sense,"A person walks 6 km North, turns right, and walks 8 km. What is the shortest distance from the starting point?",10 km,"[""9 km"", ""14 km"", ""12 km""]"
quant,Profit & Loss,An article costs Rs. 420. It is sold at 20% profit. What is the selling price?,Rs. 504,"[""Rs. 484"", ""Rs. 546"", ""Rs. 524""]"
quant,Time Speed Distance,A train travels at 69 km/h for 7 hours. What distance does it cover?,483 km,"[""493 km"", ""463 km"", ""552 km""]"
